Cultivated,Deciduous,Coniferous,Marshes,Peatbogs,Herbaceous,Water,Pixels,LocCode,River,Class,Built_up
NA,0.09210526315789473,0.15789473684210525,0.27631578947368424,0.47368421052631576,NA,NA,76,V_15,VY,100,NA
NA,NA,0.07,0.77,0.16,NA,NA,100,V_16,VY,100,NA
NA,NA,0.029411764705882353,0.0392156862745098,0.8921568627450981,0.0392156862745098,NA,102,V_17,VY,100,NA
NA,NA,0.26666666666666666,NA,0.7333333333333333,NA,NA,60,V_18,VY,100,NA
NA,NA,NA,0.8295454545454546,0.17045454545454544,NA,NA,88,V_19,VY,100,NA
NA,NA,NA,0.6235294117647059,0.3764705882352941,NA,NA,85,V_2,VY,100,NA
NA,NA,NA,0.782608695652174,0.21739130434782608,NA,NA,115,V_20,VY,100,NA
NA,NA,NA,0.12987012987012986,0.8441558441558441,0.025974025974025976,NA,77,V_21,VY,100,NA
NA,NA,0.07228915662650602,0.5662650602409639,0.3614457831325301,NA,NA,83,V_22,VY,100,NA
NA,NA,NA,0.11827956989247312,0.8494623655913979,0.03225806451612903,NA,93,V_23,VY,100,NA
NA,NA,NA,0.6881720430107527,NA,0.3118279569892473,NA,93,V_24,VY,100,NA
NA,NA,0.16470588235294117,NA,0.8352941176470589,NA,NA,85,V_25,VY,100,NA
NA,NA,0.20270270270270271,0.02702702702702703,0.7702702702702703,NA,NA,74,V_26,VY,100,NA
NA,NA,0.041666666666666664,0.0625,0.8958333333333334,NA,NA,96,V_27,VY,100,NA
0.009615384615384616,0.009615384615384616,0.6730769230769231,0.18269230769230768,0.125,NA,NA,104,V_28,VY,100,NA
NA,NA,0.9753086419753086,NA,0.024691358024691357,NA,NA,81,V_29,VY,100,NA
0.010309278350515464,NA,0.010309278350515464,0.26804123711340205,0.6494845360824743,0.061855670103092786,NA,97,V_3,VY,100,NA
0.010638297872340425,0.010638297872340425,NA,0.5638297872340425,0.4148936170212766,NA,NA,94,V_30,VY,100,NA
NA,NA,0.5584415584415584,0.012987012987012988,0.4155844155844156,NA,0.012987012987012988,77,V_31,VY,100,NA
NA,NA,NA,0.02564102564102564,0.8846153846153846,0.08974358974358974,NA,78,V_32,VY,100,NA
NA,NA,NA,0.989010989010989,0.01098901098901099,NA,NA,91,V_33,VY,100,NA
0.009523809523809525,NA,0.17142857142857143,0.44761904761904764,0.3619047619047619,0.009523809523809525,NA,105,V_34,VY,100,NA
NA,0.011627906976744186,0.9767441860465116,0.011627906976744186,NA,NA,NA,86,V_35,VY,100,NA
NA,NA,0.6788990825688074,0.08256880733944955,0.23853211009174313,NA,NA,109,V_36,VY,100,NA
0.0136986301369863,NA,0.9726027397260274,NA,0.0136986301369863,NA,NA,73,V_37,VY,100,NA
NA,NA,0.8450704225352113,0.056338028169014086,0.09859154929577464,NA,NA,71,V_38,VY,100,NA
NA,NA,1,NA,NA,NA,NA,70,V_39,VY,100,NA
NA,NA,0.43157894736842106,0.05263157894736842,0.5157894736842106,NA,NA,95,V_4,VY,100,NA
NA,0.025,0.8875,NA,0.075,NA,0.0125,80,V_40,VY,100,NA
NA,NA,0.4387755102040816,0.47959183673469385,0.08163265306122448,NA,NA,98,V_41,VY,100,NA
0.11403508771929824,0.07017543859649122,0.47368421052631576,0.20175438596491227,0.08771929824561403,NA,0.043859649122807015,114,V_42,VY,100,0.008771929824561403
0.02830188679245283,0.04716981132075472,0.8962264150943396,NA,NA,NA,0.02830188679245283,106,V_43,VY,100,NA
NA,NA,0.24242424242424243,0.06060606060606061,0.696969696969697,NA,NA,132,V_5,VY,100,NA
NA,NA,0.28125,0.4375,0.28125,NA,NA,96,V_6,VY,100,NA
NA,NA,0.17204301075268819,0.7956989247311828,0.03225806451612903,NA,NA,93,V_7,VY,100,NA
NA,NA,NA,0.11320754716981132,0.7452830188679245,0.14150943396226415,NA,106,V_8,VY,100,NA
NA,NA,0.8771929824561403,NA,0.12280701754385964,NA,NA,57,V_9,VY,100,NA
0.015503875968992248,0.004651162790697674,0.06356589147286822,0.2837209302325581,0.6294573643410852,0.0015503875968992248,0.0015503875968992248,645,V_1,VY,500,NA
0.0015772870662460567,NA,0.22476340694006308,0.007886435331230283,0.7594637223974764,0.005520504731861199,7.886435331230284e-4,1268,V_10,VY,500,NA
NA,NA,0.25102319236016374,0.12141882673942701,0.6084583901773534,0.019099590723055934,NA,733,V_11,VY,500,NA
NA,NA,0.03264604810996564,0.07560137457044673,0.8539518900343642,0.037800687285223365,NA,582,V_12,VY,500,NA
NA,0.0037546933667083854,0.16020025031289112,0.17146433041301626,0.6633291614518148,NA,0.0012515644555694619,799,V_13,VY,500,NA
0.005447470817120622,0.026459143968871595,0.7883268482490272,0.10272373540856031,0.07704280155642024,NA,NA,1285,V_14,VY,500,NA
NA,0.008567931456548347,0.10403916768665851,0.14443084455324356,0.7307221542227662,0.012239902080783354,NA,817,V_15,VY,500,NA
0.0022189349112426036,7.396449704142012e-4,0.1856508875739645,0.3328402366863905,0.4770710059171598,7.396449704142012e-4,7.396449704142012e-4,1352,V_16,VY,500,NA
NA,0.01134020618556701,0.1958762886597938,0.024742268041237112,0.7618556701030927,0.006185567010309278,NA,970,V_17,VY,500,NA
NA,0.013297872340425532,0.4773936170212766,0.0013297872340425532,0.4973404255319149,0.0026595744680851063,0.007978723404255319,752,V_18,VY,500,NA
NA,0.0035842293906810036,0.2132616487455197,0.3978494623655914,0.38530465949820786,NA,NA,558,V_19,VY,500,NA
NA,NA,NA,0.5265151515151515,0.4734848484848485,NA,NA,792,V_2,VY,500,NA
NA,7.047216349541931e-4,0.12896405919661733,0.5116279069767442,0.3572938689217759,7.047216349541931e-4,7.047216349541931e-4,1419,V_20,VY,500,NA
NA,NA,0.020802377414561663,0.08320950965824665,0.8573551263001485,0.03714710252600297,0.0014858841010401188,673,V_21,VY,500,NA
NA,NA,0.15768725361366623,0.12483574244415244,0.7135348226018396,0.003942181340341655,NA,761,V_22,VY,500,NA
0.005417118093174431,NA,NA,0.041170097508125676,0.6630552546045504,0.28819068255687974,0.0021668472372697724,923,V_23,VY,500,NA
NA,0.011315417256011316,NA,0.9080622347949081,0.005657708628005658,0.07496463932107496,NA,707,V_24,VY,500,NA
NA,NA,0.44930417495029823,NA,0.5506958250497018,NA,NA,503,V_25,VY,500,NA
0.0016474464579901153,NA,0.051070840197693576,0.08401976935749589,0.8270181219110379,0.036243822075782535,NA,607,V_26,VY,500,NA
NA,NA,0.0064034151547491995,0.052294557097118465,0.9146211312700107,0.026680896478121666,NA,937,V_27,VY,500,NA
0.0056022408963585435,0.026143790849673203,0.5312791783380019,0.3734827264239029,0.06162464985994398,NA,0.0018674136321195146,1071,V_28,VY,500,NA
NA,NA,0.8790786948176583,0.009596928982725527,0.11132437619961612,NA,NA,521,V_29,VY,500,NA
0.006622516556291391,0.009565857247976454,0.15526122148638705,0.47019867549668876,0.34584253127299486,0.012509197939661517,NA,1359,V_3,VY,500,NA
6.91085003455425e-4,0.002073255010366275,0.06427090532135453,0.21147201105736005,0.6869384934346925,0.03455425017277125,NA,1447,V_30,VY,500,NA
0.005434782608695652,0.005434782608695652,0.3442028985507246,0.08876811594202899,0.5307971014492754,0.02355072463768116,0.0018115942028985507,552,V_31,VY,500,NA
NA,NA,0.22791293213828426,0.024327784891165175,0.6670934699103713,0.08066581306017925,NA,781,V_32,VY,500,NA
0.0018796992481203006,0.0037593984962406013,0.37593984962406013,0.23778195488721804,0.2387218045112782,0.13909774436090225,0.002819548872180451,1064,V_33,VY,500,NA
0.003048780487804878,0.003048780487804878,0.4024390243902439,0.14634146341463414,0.4405487804878049,0.004573170731707317,NA,656,V_34,VY,500,NA
NA,0.0025662959794696323,0.3686911890504705,0.0051325919589392645,0.6218990590248076,0.001710863986313088,NA,1169,V_35,VY,500,NA
NA,0.0034285714285714284,0.7897142857142857,0.036571428571428574,0.16914285714285715,0.001142857142857143,NA,875,V_36,VY,500,NA
0.026422764227642278,0.012195121951219513,0.9004065040650406,0.0040650406504065045,0.054878048780487805,NA,0.0020325203252032522,492,V_37,VY,500,NA
NA,NA,0.8474970896391153,0.04307334109429569,0.10826542491268917,0.0011641443538998836,NA,859,V_38,VY,500,NA
NA,NA,1,NA,NA,NA,NA,463,V_39,VY,500,NA
NA,NA,0.21148036253776434,0.012084592145015106,0.7749244712990937,NA,0.0015105740181268882,662,V_4,VY,500,NA
0.001443001443001443,0.008658008658008658,0.862914862914863,0.017316017316017316,0.10678210678210678,NA,0.002886002886002886,693,V_40,VY,500,NA
0.013173652694610778,0.0029940119760479044,0.45209580838323354,0.27365269461077846,0.24431137724550897,0.00718562874251497,0.005389221556886228,1670,V_41,VY,500,0.0011976047904191617
0.03815580286168521,0.028616852146263912,0.48330683624801274,0.3799682034976153,0.05087440381558029,0.009538950715421303,0.00794912559618442,629,V_42,VY,500,0.001589825119236884
0.0041928721174004195,0.05345911949685535,0.7348008385744235,0.15723270440251572,0.010482180293501049,0.03249475890985325,0.007337526205450734,954,V_43,VY,500,NA
0.0047138047138047135,0.0026936026936026937,0.15488215488215487,0.1441077441077441,0.6936026936026936,NA,NA,1485,V_5,VY,500,NA
NA,0.026558891454965358,0.10623556581986143,0.34526558891454967,0.5207852193995381,0.0011547344110854503,NA,866,V_6,VY,500,NA
NA,0.002210759027266028,0.054532056005895356,0.7103905674281503,0.2328666175386883,NA,NA,1357,V_7,VY,500,NA
0.0010362694300518134,0.07150259067357513,0.11398963730569948,0.07772020725388601,0.5575129533678757,0.17823834196891192,NA,965,V_8,VY,500,NA
NA,0.043689320388349516,0.48349514563106794,0.02330097087378641,0.42135922330097086,NA,0.02815533980582524,1030,V_9,VY,500,NA
0.010582010582010581,0.005291005291005291,0.04867724867724868,0.2402116402116402,0.6931216931216931,0.0010582010582010583,0.0010582010582010583,945,V_1,VY,Stream,NA
0.004346158762623034,0.019174229835101624,0.3497379521922536,0.06608717883165026,0.5547743832289403,0.003834845967020325,0.00204525118241084,7823,V_10,VY,Stream,NA
8.687719907910169e-4,0.008470526910212415,0.10364449850136831,0.3709656400677642,0.5117935797749881,0.0035185265627036186,7.384561921723644e-4,23021,V_11,VY,Stream,NA
4.894762604013706e-4,0.022515907978463045,0.06363191385217817,0.09202153695545766,0.7792462065589819,0.040626529613313755,0.0014684287812041115,2043,V_12,VY,Stream,NA
0.002911593435680254,0.0026469031233456856,0.16146109052408683,0.16649020645844362,0.6622551614610905,0.0031762837480148226,0.0010587612493382743,3778,V_13,VY,Stream,NA
0.0035545023696682463,0.015007898894154818,0.7969984202211691,0.09004739336492891,0.09123222748815166,0.002369668246445498,7.898894154818325e-4,2532,V_14,VY,Stream,NA
0.0012695725772323319,0.004316546762589928,0.13635209479475244,0.19526026237833263,0.6576385950063479,0.004993652137113838,1.6927634363097757e-4,11815,V_15,VY,Stream,NA
0.0017770406349958536,0.011965406942305414,0.11989100817438691,0.13742447577301267,0.7086838052363464,0.01931050823362161,9.477550053311219e-4,8441,V_16,VY,Stream,NA
0.0024925224327018943,0.009305417082087071,0.2168494516450648,0.05018278497839814,0.6287803256895979,0.09238949817215021,NA,6018,V_17,VY,Stream,NA
NA,0.013258897418004187,0.43021632937892534,0.01849267271458479,0.5310537334263782,0.0038381018841591066,0.00314026517794836,2866,V_18,VY,Stream,NA
NA,0.0022471910112359553,0.16292134831460675,0.27078651685393257,0.5640449438202247,NA,NA,890,V_19,VY,Stream,NA
0.0016420361247947454,0.0049261083743842365,0.07750410509031198,0.2975369458128079,0.6183908045977011,NA,NA,3045,V_2,VY,Stream,NA
0.0015868817773075905,0.00908049017014899,0.12377677862999206,0.16512386493872874,0.6757471568368156,0.02397954685709248,7.052807899144847e-4,11343,V_20,VY,Stream,NA
NA,0.002701659590891548,0.0717869548436897,0.10883828637591664,0.785796989579313,0.03049015824006175,3.8595137012736397e-4,2591,V_21,VY,Stream,NA
0.001610305958132045,NA,0.11996779388083736,0.08856682769726248,0.7085346215780999,0.08132045088566828,NA,1242,V_22,VY,Stream,NA
0.0023537323470073975,NA,0.007397444519166106,0.06321452589105582,0.7901815736381977,0.13618022864828513,6.724949562878278e-4,2974,V_23,VY,Stream,NA
0.00211118930330753,0.005911330049261084,0.7625615763546798,0.18353272343420127,0.02913441238564391,0.016608022519352568,1.4074595355383532e-4,7105,V_24,VY,Stream,NA
0.0019946808510638296,0.0013297872340425532,0.47273936170212766,0.015957446808510637,0.4966755319148936,0.00997340425531915,0.0013297872340425532,1504,V_25,VY,Stream,NA
0.006853226727584237,0.017133066818960593,0.1353512278697887,0.1981724728726442,0.5762421473443746,0.06624785836664764,NA,1751,V_26,VY,Stream,NA
3.1826861871419476e-4,3.1826861871419476e-4,0.10057288351368555,0.07065563335455124,0.7873965626989179,0.039783577339274345,9.548058561425843e-4,3142,V_27,VY,Stream,NA
0.002152418107217327,0.010022196811730678,0.7530100221968117,0.17885249209658977,0.045940673975919825,0.009685881482477971,3.3631532925270735e-4,14867,V_28,VY,Stream,NA
0.0033554083885209713,0.014304635761589404,0.40635761589403974,0.05041942604856512,0.5154083885209713,0.008388520971302429,0.0017660044150110375,11325,V_29,VY,Stream,NA
0.0036213140196585617,0.007759958613554061,0.16787377133988618,0.3455768235902742,0.4702534919813761,0.0046559751681324365,2.586652871184687e-4,3866,V_3,VY,Stream,NA
8.017317405596087e-4,0.0016836366551751783,0.061172131804698146,0.10727170688687565,0.7660546781047062,0.06237472941553756,6.41385392447687e-4,12473,V_30,VY,Stream,NA
0.0019519119865140627,0.013308490817141336,0.18143909147369355,0.08118179398456216,0.6152958921125011,0.10673409635347351,8.872327211427557e-5,11271,V_31,VY,Stream,NA
NA,3.0197795560924054e-4,0.10569228446323418,0.09859580250641703,0.7351653329306961,0.05994262418843425,3.0197795560924054e-4,6623,V_32,VY,Stream,NA
0.00842358604091456,0.010830324909747292,0.48014440433212996,0.20296831127156037,0.2322503008423586,0.06337745687926194,0.0020056157240272766,2493,V_33,VY,Stream,NA
0.002966918854769322,0.00943056350265963,0.16402822811367537,0.1501896708839299,0.6471909636128594,0.025557886706084304,6.357683260219976e-4,47187,V_34,VY,Stream,NA
4.131093362709997e-4,0.004957312035251997,0.27678325530156983,0.02120627926191132,0.6852106857614982,0.01142935830349766,NA,7262,V_35,VY,Stream,NA
0.00426049908703591,0.007912355447352405,0.7285453438831406,0.08277541083384053,0.15702982349360925,0.019476567255021303,NA,1643,V_36,VY,Stream,NA
0.008969907407407407,0.018012152777777776,0.5520109953703703,0.022569444444444444,0.3767361111111111,0.017578125,0.003833912037037037,13824,V_37,VY,Stream,2.8935185185185184e-4
0.0015309246785058174,9.185548071034905e-4,0.5664421310471525,0.06276791181873852,0.35639926515615433,0.011022657685241886,9.185548071034905e-4,3266,V_38,VY,Stream,NA
0.001364566750056857,0.004321128041846714,0.9422333409142597,0.012508528542187855,0.03388674095974528,0.0029565612917898565,2.2742779167614282e-4,4397,V_39,VY,Stream,0.002501705708437571
NA,5.733944954128441e-4,0.2631880733944954,0.009174311926605505,0.7259174311926605,NA,0.0011467889908256881,1744,V_4,VY,Stream,NA
0.0037230413242754163,0.009834168916313151,0.4120264617757869,0.14552493399388888,0.4166394731377377,0.010427482274763417,0.001601946067815717,67418,V_40,VY,Stream,2.2249250941884958e-4
0.003123162100225111,0.0079802875742765,0.2108844227220183,0.13848384676225436,0.6006408566387474,0.037873410533573994,8.619116185686183e-4,98618,V_41,VY,Stream,1.5210205033563853e-4
0.00336954194707399,0.007883983505999087,0.2283190453585025,0.15173177701451138,0.5710163543790083,0.03554773672893804,0.0019081660197518453,107433,V_42,VY,Stream,2.2339504621485018e-4
0.0039210329265577885,0.011419059761601198,0.34608807398862645,0.1519640580414061,0.4583105660453727,0.02518567988181248,0.0018719770100985571,197652,V_43,VY,Stream,0.0012395523445247203
0.0033277870216306157,0.0029118136439267887,0.14267886855241266,0.13685524126455906,0.7142262895174709,NA,NA,2404,V_5,VY,Stream,NA
NA,0.010692701069270108,0.07810320781032078,0.4402603440260344,0.4695490469549047,4.6490004649000463e-4,9.298000929800093e-4,2151,V_6,VY,Stream,NA
NA,0.012246074052730154,0.041924794698170294,0.43754502233107623,0.5075637516208039,NA,7.203572972194209e-4,6941,V_7,VY,Stream,NA
8.883624518803672e-4,0.02576251110453065,0.12140953509031685,0.10689961504293752,0.5880959431448031,0.15694403316553154,NA,3377,V_8,VY,Stream,NA
NA,0.029771749917300694,0.5163744624545153,0.02547138604035726,0.41746609328481643,3.307972213033411e-4,0.010585511081706914,3023,V_9,VY,Stream,NA
0.0023880024664405036,0.01391294685169328,0.3781955329537804,0.16792494351371903,0.39926050361577564,0.035618494817642454,0.001811700776318685,917922,V_1,VY,Catch,8.87875004630023e-4
0.003830878003436523,0.01656291372074026,0.7168389622827526,0.16778400608433566,0.07289935494774795,0.019605081546998675,0.0014224951409819442,71002,V_10,VY,Catch,0.0010563082730063941
0.005111343595875056,0.01419817665520849,0.7057838888058586,0.17817964429831115,0.06809146614855777,0.025616499775818265,0.0016439994021820357,33455,V_11,VY,Catch,0.0013749813181886115
0.0012213740458015267,0.020458015267175573,0.8030534351145038,0.0900763358778626,0.08183206106870229,0.002015267175572519,0.0013435114503816794,16375,V_12,VY,Catch,NA
0.001968503937007874,0.011646981627296589,0.48113517060367456,0.03551509186351706,0.46538713910761154,0.0027066929133858267,9.022309711286089e-4,12192,V_13,VY,Catch,7.381889763779527e-4
2.2396416573348266e-4,0.01959686450167973,0.5712206047032474,0.030683090705487123,0.37245240761478166,0.0014557670772676371,0.004367301231802912,8930,V_14,VY,Catch,NA
0.001018576902556143,0.014648105931997866,0.5133385070572828,0.09686181306688656,0.3689916088664694,0.003831789300092157,0.001309598874715041,41234,V_15,VY,Catch,NA
0.0018412137280895567,0.008027691854470467,0.8540285756370599,0.056046545883046105,0.07129179555162764,0.006039181028133746,8.837825894829872e-4,13578,V_16,VY,Catch,0.0018412137280895567
0.00470542103715322,0.01566022938927556,0.5575188706989511,0.04462797764925008,0.36116557200274485,0.013920203901578276,0.0020341143025193608,40804,V_17,VY,Catch,3.676110185275953e-4
9.624282805848602e-4,0.011660188784008884,0.5198223209328151,0.07832685545067555,0.3796594484545623,0.00838423098278734,0.0011290024060707014,54030,V_18,VY,Catch,5.55247084952804e-5
5.565449688334817e-5,0.012884016028495102,0.06152604630454141,0.3864926536064114,0.5322517809439002,5.843722172751559e-4,0.0015304986642920748,35936,V_19,VY,Catch,0.004674977738201247
2.5759917568263783e-4,0.004894384337970119,0.049029709771595396,0.504808517946076,0.4381761978361669,0.002404258973037953,4.29331959471063e-4,11646,V_2,VY,Catch,NA
0.0012628813901798344,0.004546373004647403,0.10552636896342696,0.49838351182056984,0.3844210951707416,0.005405132349969691,4.5463730046474036e-4,19796,V_20,VY,Catch,NA
5.058292744613326e-4,0.011038500134615855,0.14852616034788,0.34921800425875615,0.4851147498184726,0.002920756133179953,0.0013053658695776325,122571,V_21,VY,Catch,0.0013706341630565142
8.1805495404456e-4,0.00182859342668784,0.05134497858620855,0.3849189163177903,0.5569991819450459,0.0037534286126750397,3.3684615754775996e-4,20781,V_22,VY,Catch,NA
0.001700198356474922,0.00793425899688297,0.08699348257296685,0.2367526211391329,0.6426749787475206,0.02394446018702182,NA,7058,V_23,VY,Catch,NA
1.0309278350515464e-4,6.185567010309278e-4,0.2539175257731959,0.06917525773195876,0.6737113402061856,0.0021649484536082476,3.092783505154639e-4,9700,V_24,VY,Catch,NA
0.004744958481613286,0.008896797153024912,0.060300514037168844,0.3916567813364966,0.5334124159746936,1.9770660340055358e-4,7.908264136022143e-4,5058,V_25,VY,Catch,NA
0.006294719681188298,0.0016755728647767413,0.27189566162485285,0.17240286205959604,0.44832895571053344,0.09831536998460284,9.9628656824563e-4,22082,V_26,VY,Catch,9.057150620414818e-5
0.0019675865996996843,0.003986951794128307,0.21897167710868326,0.1993993683011443,0.5692020918552271,0.005333195257080723,0.0011391290840366592,19313,V_27,VY,Catch,NA
6.168161711576759e-4,0.003101704174964313,0.1275752075145833,0.25009252242567365,0.6075463052711347,0.010714978058967626,3.524663835186719e-4,56743,V_28,VY,Catch,NA
5.920510708401977e-4,0.0026256177924217465,0.23419481054365734,0.15836079077429985,0.554159802306425,0.048548187808896213,0.0014157742998352554,38848,V_29,VY,Catch,1.0296540362438221e-4
4.973268680840482e-4,0.026233992291433545,0.15267934850180281,0.21372622155911974,0.5741638692030336,0.031828919557379085,8.703220191470844e-4,8043,V_3,VY,Catch,NA
0.0015636363636363636,0.057272727272727274,0.15309090909090908,0.17978181818181818,0.5690181818181819,0.038181818181818185,0.001090909090909091,27500,V_30,VY,Catch,NA
0.0020127474002012745,0.10969473331096947,0.13149949681314996,0.11070110701107011,0.5045286816504528,0.1405568601140557,0.0010063737001006373,2981,V_31,VY,Catch,NA
0.0011993571445705101,0.04742258149631797,0.1901700688431001,0.17836839454052628,0.5365923864808463,0.04499988006428554,0.0012473314303533306,41689,V_32,VY,Catch,NA
2.824326868762945e-4,0.004330634532103182,0.1322726416870646,0.19092449632837508,0.6588213142534363,0.013180192054227076,1.8828845791752966e-4,10622,V_33,VY,Catch,NA
8.166969147005445e-4,0.017241379310344827,0.08443738656987296,0.1397912885662432,0.6415154264972777,0.11506352087114338,0.001134301270417423,22040,V_34,VY,Catch,NA
1.9036740909956216e-4,0.0010470207500475918,0.1323053493241957,0.11307824100513993,0.6779935275080906,0.07376737102608033,0.0016181229773462784,10506,V_35,VY,Catch,NA
4.7974905434080634e-4,0.008746194298367009,0.11731709567303257,0.14636036534735677,0.6538426054064028,0.07216532890488052,0.0010886613156195222,54195,V_36,VY,Catch,NA
0.0040228497867889615,0.01753962507039987,0.18770617105157295,0.13597232279346688,0.4380078847855821,0.21675114651218924,NA,12429,V_37,VY,Catch,NA
0.001475277209346595,0.010326940465426164,0.2756388902108219,0.1364393470708609,0.4693761005092086,0.10636272783514968,3.8071669918621806e-4,21013,V_38,VY,Catch,NA
0.002044711014176663,0.02808069792802617,0.4510632497273719,0.17066521264994547,0.3173391494002181,0.030534351145038167,2.726281352235551e-4,7336,V_39,VY,Catch,NA
0.0022491475005441486,0.013180488040823236,0.22155312099446178,0.14326827734648964,0.4816077776971632,0.1379235289849815,2.1765943553653052e-4,41349,V_4,VY,Catch,NA
0.00453730083359713,0.039991558510077026,0.5362456473567585,0.1579613801836024,0.22876437691252505,0.030494882346734198,0.0020048538567057086,9477,V_40,VY,Catch,NA
3.484050789718179e-4,0.0200913595540415,0.27136884484360485,0.028646639826571695,0.6399039950449056,0.03948590895013936,1.548467017652524e-4,25832,V_41,VY,Catch,NA
0.0013867600905043429,0.014852930443033355,0.21070086125100357,0.1692485949930662,0.5630702138530034,0.03951810086854974,0.0011769213925990805,219216,V_42,VY,Catch,4.561710824027443e-5
0.0035658569199910855,0.004903053264987743,0.7713394250055716,0.06061956763984845,0.1435257410296412,0.015377757967461556,6.685981724983285e-4,4487,V_43,VY,Catch,NA
0.0016117230132046505,0.015244412773263572,0.2577322052866428,0.14646353536464635,0.5264475616113404,0.05136948630513695,0.0010689023544547163,418186,V_5,VY,Catch,6.217329131056515e-5
0.004512550531164802,0.0016922064491868007,0.37595186612766757,0.24936542258155495,0.32772398232584377,0.03845069098430008,0.002256275265582401,21274,V_6,VY,Catch,4.7005734699633354e-5
0.0019325782630555102,0.0142005256782586,0.2893139665373331,0.15316584321720186,0.49141370963807113,0.048119289507012226,0.0017416539560577101,471391,V_7,VY,Catch,1.1243320300981564e-4
0.0019205592470913717,0.010069041325988686,0.3933317688906455,0.18341958352888868,0.38923436998246175,0.020026924882049255,0.0013369809549687523,323864,V_8,VY,Catch,6.607711879060346e-4
1.2512512512512512e-4,0.008883883883883883,0.2723973973973974,0.21546546546546547,0.45257757757757755,0.05005005005005005,5.005005005005005e-4,7992,V_9,VY,Catch,NA
