LocCode,Area_full,Share_full,River,Class
GO_46,7921.1451271415135,0.8075429748164384,GO,100
GO_47,6601.182790378766,0.6796689530616199,GO,100
GO_48,4953.543467471956,0.4615087535634787,GO,100
GO_5,5031.168428131405,0.7548034895204974,GO,100
GO_6,1783.356797535138,0.9650688728347587,GO,100
GO_7,2769.583603421586,0.9042175846451057,GO,100
GO_8,2601.422676651216,0.7819514924622952,GO,100
GO_9,9154.274222519161,0.8146905761789386,GO,100
GO_1,38631.915889113596,0.46044045410913775,GO,500
GO_10,38449.911608961535,0.9198213476658215,GO,500
GO_11,62425.37872715571,0.7720140464668239,GO,500
GO_12,93590.73748709029,0.875027867387828,GO,500
GO_13,90265.82141025778,0.8369641346910669,GO,500
GO_14,78561.79048298446,0.8392517516116774,GO,500
GO_15,56524.13041400207,0.8418189678845678,GO,500
GO_16,36323.26718691527,0.9151330411804252,GO,500
GO_17,44369.529155371274,0.742016984116577,GO,500
GO_18,95834.92309610687,0.8578726180370819,GO,500
GO_19,99746.254665202,0.8886972141221546,GO,500
GO_2,23587.171455568,0.7619192786801438,GO,500
GO_20,61521.06766094643,0.8658509918432177,GO,500
GO_21,24939.902419571175,0.7721589542211393,GO,500
GO_22,78677.23126010767,0.7201114962220563,GO,500
GO_23,84844.76426028367,0.8254332492608762,GO,500
GO_24,6119.050260201407,0.8590630164853816,GO,500
GO_25,101056.71285877263,0.7657616600993918,GO,500
GO_26,42532.787164637906,0.7222598978877244,GO,500
GO_27,97628.87293991944,0.8994416822834889,GO,500
GO_28,52893.47983768629,0.7368229213049532,GO,500
GO_29,13046.344092683099,0.783495628286038,GO,500
GO_3,66706.6470645928,0.8635671047962962,GO,500
GO_30,39519.20390147458,0.9287628118640923,GO,500
GO_31,45754.64848537247,0.6659821025603953,GO,500
GO_32,80884.70186897933,0.7983667820547624,GO,500
GO_33,60636.85370205201,0.5951567685599998,GO,500
GO_34,208396.17189695884,0.7718839785581658,GO,500
GO_35,68211.59154429391,0.793192688183149,GO,500
GO_36,73416.80857488164,0.8925638725461589,GO,500
GO_37,62243.33940863732,0.5471979867540108,GO,500
GO_38,90673.34769061409,0.5136564740517421,GO,500
GO_39,95245.75118095962,0.5323863915409606,GO,500
GO_4,89828.95044119921,0.6063156069147009,GO,500
GO_40,125202.83181526985,0.5545792531603065,GO,500
GO_41,56308.520872873196,0.6870976671993674,GO,500
GO_42,95310.05793961613,0.572742851123755,GO,500
GO_43,23855.25240676441,0.6462749626914497,GO,500
GO_44,116314.86674525915,0.7360450862248304,GO,500
GO_45,2192.6596328510286,0.6238947294209823,GO,500
GO_46,56875.66776037376,0.7103081583704244,GO,500
GO_47,105597.02106097765,0.5872938598313232,GO,500
GO_48,195440.1862605472,0.6796593744576565,GO,500
GO_5,69019.6733795074,0.8300711054657991,GO,500
GO_6,26119.200767332473,0.8553868658949815,GO,500
GO_7,36973.67401964104,0.5414096517936481,GO,500
GO_8,40980.705899269866,0.852239434199228,GO,500
GO_9,177988.30982242327,0.696013796107401,GO,500
GO_1,134970.7921557757,0.25072891262390834,GO,Catch
GO_10,115255.1734077932,0.47188127594872614,GO,Catch
GO_11,236010.94922612567,0.855993342216306,GO,Catch
GO_12,577459.0594047797,0.5999213630478256,GO,Catch
GO_13,314045.7288780421,0.7765114849281839,GO,Catch
GO_14,432413.6142701523,0.8565198109597412,GO,Catch
GO_15,1957895.1093623668,0.5176340948697513,GO,Catch
GO_16,155899.7838878515,0.6790242533120124,GO,Catch
GO_17,113462.43080668319,0.7401290490572554,GO,Catch
GO_18,1384247.2083805224,0.6876964688611845,GO,Catch
GO_19,210502.72583736177,0.8828922561464088,GO,Catch
GO_2,29778.155288608457,0.7876584327924396,GO,Catch
GO_20,544160.8722860138,0.6448050048474355,GO,Catch
GO_21,40397.39356678175,0.7914473756856734,GO,Catch
GO_22,263091.1868666295,0.8056308895120785,GO,Catch
GO_23,390526.88381526055,0.8535065017989238,GO,Catch
GO_24,7794.736279142979,0.8734966266091749,GO,Catch
GO_25,332907.4538733294,0.8124681984471706,GO,Catch
GO_26,207568.17239714356,0.8499569013931048,GO,Catch
GO_27,1599841.8759986025,0.7103664681603359,GO,Catch
GO_28,3679061.352923114,0.6283774070381246,GO,Catch
GO_29,32309.028313943265,0.8499123247210612,GO,Catch
GO_3,96094.8195523319,0.5104950770299769,GO,Catch
GO_30,459205.7571502717,0.7687452472474187,GO,Catch
GO_31,93386.4113203384,0.7598414623097104,GO,Catch
GO_32,912790.2567789592,0.8137889850065374,GO,Catch
GO_33,474698.6097896083,0.819842401303176,GO,Catch
GO_34,2898448.5324154543,0.8190681556076387,GO,Catch
GO_35,110926.58635708968,0.8368885180918939,GO,Catch
GO_36,239222.1933685479,0.8995194801767284,GO,Catch
GO_37,660241.6946886424,0.7079591038377026,GO,Catch
GO_38,1178987.0404639672,0.7768604698506606,GO,Catch
GO_39,2093843.5500676364,0.7318475992805935,GO,Catch
GO_4,581634.6798288826,0.434813192418852,GO,Catch
GO_40,4551854.895218202,0.7839661078283925,GO,Catch
GO_41,2415383.593227568,0.7236111092143512,GO,Catch
GO_42,6456954.505357643,0.675063577163774,GO,Catch
GO_43,59308.91487443424,0.7297716609668453,GO,Catch
GO_44,13850232.101989564,0.7197897296403202,GO,Catch
GO_45,6296.673086365882,0.6732202394344549,GO,Catch
GO_46,500794.3877844543,0.8621848421792355,GO,Catch
GO_47,765682.8231853392,0.8024746203790575,GO,Catch
GO_48,16922241.81991494,0.7361828812751928,GO,Catch
GO_5,390573.31619315466,0.49709332108618387,GO,Catch
GO_6,99449.68933720316,0.3398717319615592,GO,Catch
GO_7,393846.88709829253,0.44810485728597466,GO,Catch
GO_8,88139.23420981772,0.8711295682446898,GO,Catch
GO_9,1525023.9900633441,0.47161846898896764,GO,Catch
GO_1,68577.7081823161,0.3516800678184111,GO,Stream
GO_10,103298.86863790509,0.6990505153933871,GO,Stream
GO_11,123203.25521904221,0.8430561944882483,GO,Stream
GO_12,288757.64295594144,0.7313582332810981,GO,Stream
GO_13,143022.14520248366,0.8130148871039067,GO,Stream
GO_14,239395.56826198607,0.8487831903652343,GO,Stream
GO_15,1177862.4582352939,0.624280711025764,GO,Stream
GO_16,110313.67744329985,0.8749661275484054,GO,Stream
GO_17,50086.61808898987,0.6645952549910487,GO,Stream
GO_18,765565.5916754274,0.787551250356946,GO,Stream
GO_19,163656.68154817232,0.8773650896390225,GO,Stream
GO_2,23587.17738057059,0.761919308755642,GO,Stream
GO_20,469892.11661699635,0.8279926215957146,GO,Stream
GO_21,33659.5187503773,0.7830803538687424,GO,Stream
GO_22,205865.5408944636,0.8236791794375279,GO,Stream
GO_23,167454.40082151874,0.8352936125151034,GO,Stream
GO_24,6119.049310509375,0.8590630997968033,GO,Stream
GO_25,140454.04943217005,0.7681721358113628,GO,Stream
GO_26,122077.68919585005,0.8245922918427392,GO,Stream
GO_27,900797.2565507916,0.8012904121875243,GO,Stream
GO_28,2121528.084193376,0.6966843129663546,GO,Stream
GO_29,13046.346210173502,0.7834955785688366,GO,Stream
GO_3,69714.5864210603,0.8495802705610929,GO,Stream
GO_30,398107.3915574993,0.7993281028941186,GO,Stream
GO_31,56419.02052401603,0.6989545499297447,GO,Stream
GO_32,700816.0984642366,0.8568600995875032,GO,Stream
GO_33,341169.47946939373,0.7948792474858706,GO,Stream
GO_34,1794187.6125591164,0.8089852668064569,GO,Stream
GO_35,72930.53494104321,0.7999362680642286,GO,Stream
GO_36,124147.6907622586,0.8810367281802608,GO,Stream
GO_37,264019.8388850865,0.6250023691990748,GO,Stream
GO_38,609727.2064717812,0.7567726920798855,GO,Stream
GO_39,990772.4117622703,0.6837204573090417,GO,Stream
GO_4,337163.59306391515,0.5685050391803459,GO,Stream
GO_40,3040702.2150396076,0.7990537004354455,GO,Stream
GO_41,1472056.6946730067,0.7727873194193736,GO,Stream
GO_42,3615982.5781398555,0.7049237858099564,GO,Stream
GO_43,23855.25935889795,0.6462749496453065,GO,Stream
GO_44,8345653.587257093,0.7500794018326116,GO,Stream
GO_45,2192.658774987861,0.6238945945321134,GO,Stream
GO_46,218932.50283970876,0.8120304537182098,GO,Stream
GO_47,417098.330853596,0.7480992246631079,GO,Stream
GO_48,9816211.4287266545,0.7502088537347137,GO,Stream
GO_5,265866.7099258119,0.611731486389772,GO,Stream
GO_6,43052.32128217157,0.4320582153781665,GO,Stream
GO_7,208189.4832085909,0.5447284860976954,GO,Stream
GO_8,48089.4563584738,0.8529928631246029,GO,Stream
GO_9,935628.6425316401,0.5950467933531725,GO,Stream
