Count,Max_cover,Min_cover,Avg_cover,Med_cover,Std_cover,Max_shrub,Min_shrub,Avg_shrub,Med_shrub,Std_shrub,Max_understory,Min_understory,Avg_understory,Med_understory,Std_understory,LocCode,River,Class
56,0.953000009059906,0.0729999989271164,0.5018750031345657,0.47200000286102295,0.2264553814417656,0.8960000276565552,0.11500000208616257,0.45976785716733765,0.4580000042915344,0.20756878600798745,0.9340000152587891,0.27799999713897705,0.6349821420652526,0.6774999797344208,0.1693741944097669,GO_1,GO,100
38,0.9750000238418579,0.017000000923871994,0.16342105358642967,0.079500000923872,0.20381836979672513,1,0.5879999995231628,0.8404473725118136,0.8655000030994415,0.12816052111895254,1,0.7049999833106995,0.9221052652911136,0.9590000212192535,0.08720209453812705,GO_10,GO,100
47,0.6489999890327454,0.03400000184774399,0.33712765931131994,0.3499999940395355,0.16984694030849362,0.7639999985694885,0.2240000069141388,0.4305744672075231,0.4269999861717224,0.11218593346514011,0.8880000114440918,0.4490000009536743,0.6184042540002377,0.6029999852180481,0.10013679056432627,GO_11,GO,100
57,0.6549999713897705,0.08399999886751175,0.3256315782404782,0.31200000643730164,0.14934220248696797,0.7139999866485596,0.1459999978542328,0.36247368392191437,0.3199999928474426,0.12506242687193922,0.9049999713897705,0.4269999861717224,0.6714385946591696,0.6710000038146973,0.1062697029954073,GO_12,GO,100
79,0.6100000143051147,0.02800000086426735,0.23564556995524635,0.1979999989271164,0.16335222485075468,0.9660000205039978,0.10300000011920929,0.5079240510358086,0.4699999988079071,0.21796211171278226,1,0.22200000286102295,0.6746202492261235,0.6359999775886536,0.1962673018662131,GO_13,GO,100
70,0.9789999723434448,0.057999998331069946,0.5320285743368524,0.534500002861023,0.2844207440292105,0.8420000076293945,0.34599998593330383,0.6210428574255534,0.6289999783039093,0.0952357038537317,0.9649999737739563,0.4790000021457672,0.7406285741499492,0.7440000176429749,0.13005229157322074,GO_14,GO,100
47,0.4620000123977661,0.014999999664723873,0.09704255318625811,0.08799999952316284,0.07993066643086667,0.984000027179718,0.46000000834465027,0.7962553171401329,0.8240000009536743,0.13921245383317848,1,0.5590000152587891,0.9058510610397826,0.953000009059906,0.11013094005612772,GO_15,GO,100
41,0.45899999141693115,0.02500000037252903,0.12307317059759687,0.07999999821186066,0.10108669199155246,0.8949999809265137,0.08900000154972076,0.3601951215688775,0.31299999356269836,0.22608861252383766,0.9409999847412109,0.23800000548362732,0.6437317111143251,0.6330000162124634,0.14615437379355523,GO_16,GO,100
57,0.5609999895095825,0.023000000044703484,0.11591228022517865,0.09000000357627869,0.09719646345503355,0.8870000243186951,0.1889999955892563,0.5906491216860319,0.6169999837875366,0.19464184257048212,0.9789999723434448,0.6269999742507935,0.8508947387076261,0.8579999804496765,0.08579037763844836,GO_17,GO,100
62,0.9039999842643738,0.04699999839067459,0.18325806439163222,0.12150000035762787,0.16752322352195617,1,0.2980000078678131,0.6631451619248236,0.6769999861717224,0.20798493461958384,1,0.43299999833106995,0.8032903248263944,0.8355000019073486,0.16103144603614403,GO_18,GO,100
96,0.6230000257492065,0.04699999839067459,0.20101041606782624,0.15299999713897705,0.13560006932244048,0.8240000009536743,0.09600000083446503,0.48318749759346247,0.4934999942779541,0.1641754700449713,0.9729999899864197,0.31700000166893005,0.7102812497566143,0.7304999828338623,0.15243032246208343,GO_19,GO,100
69,0.7580000162124634,0.017999999225139618,0.15539130457825417,0.0989999994635582,0.13744734006861647,1,0.07999999821186066,0.5276231858609379,0.47099998593330383,0.3085811490943598,1,0.21299999952316284,0.6554057947967363,0.6349999904632568,0.24252697103542478,GO_2,GO,100
48,0.9980000257492065,0.20800000429153442,0.5629583345726132,0.5230000019073486,0.2272372438370851,0.8489999771118164,0.30399999022483826,0.5838124969353279,0.6085000038146973,0.13516021128356565,0.921999990940094,0.4180000126361847,0.7173958302785953,0.7210000157356262,0.12809799017235654,GO_20,GO,100
48,0.6779999732971191,0.07400000095367432,0.2996041633499165,0.27549999952316284,0.16871664612093829,0.8669999837875366,0.18199999630451202,0.4922708322604497,0.5115000009536743,0.18240400912182522,0.9729999899864197,0.3970000147819519,0.6958125022550424,0.6974999904632568,0.16324457973387954,GO_21,GO,100
94,0.9599999785423279,0.07000000029802322,0.5197340423597935,0.5294999778270721,0.21524320647052866,0.875,0.23800000548362732,0.5599042557655497,0.5674999952316284,0.13978632557093348,0.9679999947547913,0.30399999022483826,0.73796808878158,0.7515000104904175,0.13114445967112942,GO_22,GO,100
36,0.7160000205039978,0.06400000303983688,0.28961111191246247,0.2849999964237213,0.14681831062722708,0.8539999723434448,0.11900000274181366,0.515361117819945,0.5270000100135803,0.22563677034561305,0.9129999876022339,0.30399999022483826,0.6712222264872657,0.7010000050067902,0.17635161769235308,GO_23,GO,100
43,0.7630000114440918,0.03799999877810478,0.2572325576356677,0.2070000022649765,0.1750946472642063,0.9070000052452087,0.14100000262260437,0.493558139995087,0.4690000116825104,0.19645322954255698,0.972000002861023,0.36500000953674316,0.7089767400608507,0.7160000205039978,0.15756381626392285,GO_24,GO,100
75,0.9929999709129333,0.1340000033378601,0.8670800010363261,0.9359999895095825,0.16553057667376173,0.8690000176429749,0.16500000655651093,0.6414266687631607,0.6600000262260437,0.13811982570136916,0.8790000081062317,0.2619999945163727,0.6772799984614054,0.6990000009536743,0.12432461352557059,GO_25,GO,100
27,0.40400001406669617,0.06599999964237213,0.17774073972746177,0.14399999380111694,0.09339642149844822,0.9710000157356262,0.3330000042915344,0.7991851877283167,0.8220000267028809,0.13712600198707423,0.9879999756813049,0.5109999775886536,0.8818888840851961,0.9179999828338623,0.11259878836855204,GO_26,GO,100
112,0.8190000057220459,0.041999999433755875,0.3729107141760843,0.3695000112056732,0.20099372752418052,0.6930000185966492,0.06199999898672104,0.3457321422174573,0.33500000834465027,0.168704121000865,0.9049999713897705,0.18299999833106995,0.6055267839027303,0.62049999833107,0.1671049155180631,GO_27,GO,100
59,0.9490000009536743,0.05999999865889549,0.3262033908927845,0.1979999989271164,0.2700410424644155,0.9629999995231628,0.289000004529953,0.6467118652190192,0.6119999885559082,0.19472935080252488,0.9950000047683716,0.3440000116825104,0.7891864433126935,0.7950000166893005,0.16704856564608433,GO_28,GO,100
63,0.9629999995231628,0.07500000298023224,0.4746190471545098,0.5059999823570251,0.23522284662315018,0.9620000123977661,0.20000000298023224,0.5003174588320747,0.47999998927116394,0.20336165575447648,0.9710000157356262,0.29499998688697815,0.5906666649712456,0.5789999961853027,0.179298813963631,GO_29,GO,100
98,0.1469999998807907,0.017000000923871994,0.05605102081460004,0.05350000038743019,0.02207175405057644,1,0.33399999141693115,0.92759183748644225,0.9625000059604645,0.10969036565439613,1,0.7680000066757202,0.9776530606406075,0.9914999902248383,0.03982852427101242,GO_3,GO,100
66,0.5730000138282776,0.028999999165534973,0.13378787926877989,0.10950000211596489,0.09407975707288689,0.8289999961853027,0.07199999690055847,0.37565151342388353,0.33500000834465027,0.1972657306060777,0.9319999814033508,0.27799999713897705,0.657015147985834,0.6550000011920929,0.16343876544440183,GO_30,GO,100
64,0.9369999766349792,0.10300000011920929,0.3838750015711412,0.3160000145435333,0.2353654714144254,0.9679999947547913,0.08399999886751175,0.6865624993806705,0.7619999945163727,0.23732824376943254,0.9860000014305115,0.33399999141693115,0.8001874987967312,0.8734999895095825,0.17381032021091591,GO_31,GO,100
68,0.5120000243186951,0.04500000178813934,0.15922058916048093,0.13699999451637268,0.0952523526463185,0.9539999961853027,0.22300000488758087,0.6886764696854002,0.7019999921321869,0.1707920465938999,0.9769999980926514,0.49399998784065247,0.8761029396863544,0.8980000019073486,0.08270919123881781,GO_32,GO,100
92,0.9850000143051147,0.07599999755620956,0.6003695663226687,0.6379999816417694,0.2929977964150774,0.9380000233650208,0.15700000524520874,0.6672826069204704,0.6774999797344208,0.1599020518871851,0.9900000095367432,0.2590000033378601,0.7413043476965117,0.737500011920929,0.1434577530649115,GO_33,GO,100
88,0.9940000176429749,0.07800000160932541,0.37836363674564794,0.306999996304512,0.25138852073208046,0.9440000057220459,0.06800000369548798,0.39917045569216664,0.3660000115633011,0.2242096827046165,0.9490000009536743,0.23600000143051147,0.6539318202571436,0.6464999914169312,0.18064239037624988,GO_34,GO,100
98,0.984000027179718,0.4959999918937683,0.8463877555058927,0.8835000097751617,0.10596046858528611,0.9359999895095825,0.30000001192092896,0.6513367346963104,0.6435000002384186,0.13308078049125616,0.9570000171661377,0.42800000309944153,0.7290714288852653,0.7414999902248383,0.10799821049328695,GO_35,GO,100
76,0.972000002861023,0.024000000208616257,0.18682894657218926,0.12000000104308128,0.2009084949920994,0.9819999933242798,0.2919999957084656,0.6945394783427841,0.7210000157356262,0.1773561718677625,0.9929999709129333,0.40700000524520874,0.8434210572587816,0.87049999833107,0.12471570656809418,GO_36,GO,100
84,1,0.024000000208616257,0.3325714284243683,0.23650000244379044,0.27860034449541266,1,0.07699999958276749,0.6381190466206699,0.6855000257492065,0.2435674833225338,1,0.4449999928474426,0.8183809547197252,0.882500022649765,0.16977894126962484,GO_37,GO,100
89,1,0.02800000086426735,0.5156516860961244,0.47999998927116394,0.3530740693272184,1,0.2939999997615814,0.8012471922327963,0.8209999799728394,0.15846000504013413,1,0.5210000276565552,0.9055056190222837,0.9399999976158142,0.09760881257431853,GO_38,GO,100
87,0.8690000176429749,0.04600000008940697,0.22680459749595872,0.16699999570846558,0.1742482745123843,0.9380000233650208,0.5080000162124634,0.7972068964749918,0.8059999942779541,0.08433351787444042,0.9779999852180481,0.6919999718666077,0.8987816106313946,0.9100000262260437,0.05889099506832052,GO_39,GO,100
94,0.9890000224113464,0.15600000321865082,0.5923723362861796,0.625,0.2261317504523697,0.9480000138282776,0.39800000190734863,0.7100000032719146,0.7135000228881836,0.11237724631129098,0.9739999771118164,0.4830000102519989,0.7909042540382831,0.8090000152587891,0.10534388729794401,GO_4,GO,100
120,1,0.04399999976158142,0.4857666669103006,0.45000000298023224,0.3171308548707879,0.9919999837875366,0.2669999897480011,0.7108166659871737,0.7255000174045563,0.15310961432178682,1,0.4970000088214874,0.8179500006139279,0.823500007390976,0.11628925480404138,GO_40,GO,100
71,0.8569999933242798,0.05700000002980232,0.2443380285526665,0.1550000011920929,0.19308228770318436,0.9330000281333923,0.26100000739097595,0.6648591538550148,0.6470000147819519,0.16820355434489753,0.9819999933242798,0.41100001335144043,0.8601267572859643,0.8880000114440918,0.12370563282588395,GO_41,GO,100
89,0.859000027179718,0.02800000086426735,0.19044943957516317,0.15000000596046448,0.12585083491815946,0.9419999718666077,0.2770000100135803,0.6728876390483942,0.6869999766349792,0.16091269883988046,0.9810000061988831,0.5040000081062317,0.8422921366905898,0.8769999742507935,0.10446674255547149,GO_42,GO,100
45,1,0.06499999761581421,0.6816888877087169,0.8299999833106995,0.34236044451191516,0.9860000014305115,0.40799999237060547,0.8435555537541707,0.8989999890327454,0.14392399560191715,0.9940000176429749,0.5600000023841858,0.8734444472524855,0.9240000247955322,0.116492600525868,GO_43,GO,100
104,1,0.017000000923871994,0.3503846164183834,0.2370000034570694,0.3104615216377114,1,0.3400000035762787,0.744855770124839,0.7615000009536743,0.17071149792803283,1,0.6039999723434448,0.8827019224946315,0.9229999780654907,0.10972754285361876,GO_44,GO,100
34,0.9700000286102295,0.09300000220537186,0.45452941406299086,0.42650000751018524,0.24232550744930628,0.9419999718666077,0.257999986410141,0.5997352915651658,0.5900000035762787,0.1856540146593025,0.9879999756813049,0.41999998688697815,0.7721176401657217,0.7855000197887421,0.1498244965410708,GO_45,GO,100
97,0.9819999933242798,0.04699999839067459,0.22190721521211654,0.15199999511241913,0.18829476229728395,0.9850000143051147,0.4650000035762787,0.7010000019343858,0.7020000219345093,0.13048866284925723,0.996999979019165,0.7089999914169312,0.8826907191079917,0.8880000114440918,0.06394290396892977,GO_46,GO,100
100,0.9950000047683716,0.1080000028014183,0.4875299982726574,0.38199999928474426,0.2700919192853891,0.8999999761581421,0.23800000548362732,0.5607499982416629,0.5534999966621399,0.15253225116294425,0.9589999914169312,0.45100000500679016,0.7151899981498718,0.7310000061988831,0.12075559083876794,GO_47,GO,100
107,0.9980000257492065,0.125,0.5618224308312496,0.5550000071525574,0.26156927824516585,0.9660000205039978,0.14399999380111694,0.646280373507571,0.6949999928474426,0.2163871345930163,0.9779999852180481,0.30799999833106995,0.7612616801373312,0.8289999961853027,0.1778334671049913,GO_48,GO,100
68,0.8659999966621399,0.020999999716877937,0.3305441166055115,0.32199999690055847,0.23794163408204547,0.9909999966621399,0.21400000154972076,0.5785588216693962,0.5724999904632568,0.2089641380120744,0.996999979019165,0.3610000014305115,0.7006911731818143,0.6935000121593475,0.1813970042274982,GO_5,GO,100
16,0.4320000112056732,0.0989999994635582,0.22375000035390258,0.2199999988079071,0.10140973053301587,0.26100000739097595,0.07800000160932541,0.152687500230968,0.16449999809265137,0.05843825079990647,0.5519999861717224,0.3190000057220459,0.48068750090897083,0.5040000081062317,0.0645070730123939,GO_6,GO,100
28,0.6570000052452087,0.026000000536441803,0.23878571470933302,0.23499999940395355,0.16255081569314941,0.746999979019165,0.12600000202655792,0.26621428451367785,0.215999998152256,0.15215741122158694,0.8799999952316284,0.2630000114440918,0.5069642865232059,0.4350000023841858,0.19103082503484753,GO_7,GO,100
34,0.8289999961853027,0.03799999877810478,0.3016470588524552,0.22349999845027924,0.25568871935345255,0.8939999938011169,0.23600000143051147,0.5229705905213076,0.5205000042915344,0.17498320075454984,0.953000009059906,0.3109999895095825,0.6749411733711467,0.6794999837875366,0.1817925775982787,GO_8,GO,100
112,1,0.020999999716877937,0.3029285708741684,0.22549999505281448,0.2547165420179327,1,0.09600000083446503,0.39994642890191506,0.36000001430511475,0.20849779542593064,1,0.17800000309944153,0.6403839300785746,0.6130000054836273,0.1973982240812902,GO_9,GO,100
838,0.9850000143051147,0.029999999329447746,0.6303699292033591,0.671500027179718,0.2120680084670239,0.9729999899864197,0.11500000208616257,0.5828806678886772,0.5860000252723694,0.17327079770768053,0.9940000176429749,0.27799999713897705,0.7439964195282192,0.7599999904632568,0.1304868597573749,GO_1,GO,500
422,0.9750000238418579,0.017000000923871994,0.09409241730091272,0.08049999922513962,0.07566725285251094,1,0.2759999930858612,0.9379549752479481,0.9629999995231628,0.08879010062128438,1,0.6629999876022339,0.9769075832095756,0.9900000095367432,0.04616976375070485,GO_10,GO,500
809,0.9739999771118164,0.017999999225139618,0.2683461062789737,0.14100000262260437,0.2496616594680808,1,0.2070000022649765,0.668606921643645,0.6740000247955322,0.20162299636972897,1,0.29499998688697815,0.7937367120469898,0.8109999895095825,0.15317083865435974,GO_11,GO,500
1063,1,0.008999999612569809,0.2158447791264162,0.12999999523162842,0.20723988177101638,0.9850000143051147,0.04899999871850014,0.44299247400766817,0.38999998569488525,0.24399494452705897,1,0.1850000023841858,0.6407215420160222,0.6460000276565552,0.19985314081612307,GO_12,GO,500
